Title,Kaltmiete zzgl. Nebenkosten,Warmmiete,Nebenkosten,Heizkosten_1,Heizkosten_2,Miete pro Stellplatz,Rooms_number,Surface Area,Floor,availability,Zip Code,Additional Price Info,pics_number,energy_efficiency,Year of Construction,Condition,Heating type,Heating system,Price per sqm,Caution 1,Caution 2,Merkmale_1,Merkmale_2,Merkmale_3,Merkmale_4,Merkmale_5,Merkmale_6,Merkmale_7,Merkmale_8
Wohnung zur Miete,1.200 €,1.500 €,300 €,in Warmmiete enthalten,,,2,52 m²,1.,Baujahr,14193,,1 / 21,D,1893,Gepflegt,Gas,,"23,08 Euro pro Quadratmeter","3.600,00  3 NKM",,Einbauküche,Außen-Stellplatz,Kelleranteil,1. Geschoss,Bodenbelag: Parkett,,,
Wohnung zur Miete · Wohnen auf Zeit,,780 €/Monat,,,,,4,"20,5 m²",,13.02.2025,10997,,1 / 9,,,,,,,"1.170,00",,"Einbauküche, Kochnische",frei ab 13.02.2025,möbliert,4. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Studio zur Miete,1.190 €,1.490 €,300 €,in Warmmiete enthalten,,,2,75 m²,2.,ab sofort,10967,,1 / 22,D,1890,Altbau (bis 1945),Fernwärme,,"15,87 Euro pro Quadratmeter",,2.000 €,Einbauküche,Balkon,Fernblick,möbliert,2. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",WG-geeignet,"Bodenbelag: Fliesen, Holzdielen"
Wohnung zur Miete · Tauschwohnung,,,,,,,1,37 m²,322 €,Tauschwohnung GmbH,10119,,1 / 5,,,,,,"8,70 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Studio zur Miete,,584 €,"72,40 €",in Warmmiete enthalten,,,1,"18,1 m²",3.,11.02.2025,12459,"Nettokaltmiete: 481,60 EUR",1 / 7,,2022,,,Etagenheizung,"26,61 Euro pro Quadratmeter","1.444,80",,Einbauküche,"Personenaufzug, Lastenaufzug",frei ab 11.02.2025,3. Geschoss,Bad mit Dusche,max. 1 Person,6 Monate,
Wohnung zur Miete,,"1.941,51 €","201,96 €",,"100.98 €100,98 €",,2,"67,3 m²",2.,Baujahr,10115,"Nettokaltmiete: 1.739,55 EUR",1 / 10,,2018,neuwertig,Erdwärme,Zentralheizung,"25,84 Euro pro Quadratmeter",3 x Kaltmiete,,Personenaufzug,sofort,Kelleranteil,2. Geschoss,,,,
Wohnung zur Miete,,2.963 €,361 €,,153 €153 €,,4,"122,5 m²",11.,Baujahr,10249,"Nettokaltmiete: 2.449,00 EUR",1 / 11,B,2020,neuwertig,Fernwärme,Zentralheizung,20 Euro pro Quadratmeter,"7.347,00 €",,Einbauküche,Personenaufzug,sofort,Balkon,Kelleranteil,11. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",WG-geeignet
Wohnung zur Miete · Tauschwohnung,,,,,,,"1,5",51 m²,490 €,Tauschwohnung GmbH,10965,,1 / 3,,,,,,"9,61 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,1,40 m²,230 €,Tauschwohnung GmbH,12526,,1 / 5,,,,,,"5,75 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,2,60 m²,,1.000 €,12055,,1 / 17,,,,,,"16,67 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete,1.299 €,1.488 €,132 €,,57 €57 €,,2,"46,9 m²",5.,Baujahr,12159,,1 / 21,B,2023,Erstbezug,Fernwärme,Fußbodenheizung,"27,73 Euro pro Quadratmeter",,4.197 €,Einbauküche,Personenaufzug,sofort,Balkon,Garten,5. Geschoss,Bad mit Dusche,Bodenbelag: Parkett
Wohnung zur Miete,1.800 €,2.200 €,400 €,in Nebenkosten enthalten,,,3,"130,5 m²",,Baujahr,12527,,1 / 12,D,1995,Gepflegt,Gas,Zentralheizung: Fußbodenheizung,"13,79 Euro pro Quadratmeter",,5.400 €,sofort,Balkon,Garten,Terrasse,Seeblick,Außen-Stellplatz,"Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster","Bodenbelag: Fliesen, Parkett, Laminat"
Wohnung zur Miete · Wohnen auf Zeit,,1.890 €/Monat,,,,,1,23 m²,,08.02.2030,13357,,1 / 5,,,,,,,keine Angabe,,vermietet,frei ab 08.02.2030,möbliert,max. 1 Person,1 Monat,,,
Wohnung zur Miete,,,"107,29 €",,"67.05 €67,05 €",,1,"44,7 m²",4.,ab sofort,12629,,1 / 7,B,2022,,Fernwärme,Fußbodenheizung,"15,81 Euro pro Quadratmeter","2.120,10",,Personenaufzug,Frei ab sofort,Balkon,Kelleranteil,4. Geschoss,Barrierefrei,Bad mit Dusche,
Wohnung zur Miete,,,"174,27 €",,"108.92 €108,92 €",,2,"72,6 m²",4.,ab sofort,13158,,1 / 13,B,2018,,Fernwärme,Fußbodenheizung,"17,04 Euro pro Quadratmeter",keine Angabe,,Personenaufzug,Frei ab sofort,Terrasse,Kelleranteil,4. Geschoss,Badewanne,,
Studio zur Miete,,"1.947,85 €","276,85 €",in Warmmiete enthalten,,,3,"79,1 m²",3.,01.05.2025,10318,"Nettokaltmiete: 1.671,00 EUR",1 / 14,,2023,,,Etagenheizung,"21,13 Euro pro Quadratmeter","5.013,00",,Einbauküche,"Personenaufzug, Lastenaufzug",frei ab 01.05.2025,Kelleranteil,3. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,12 Monate
Maisonette zur Miete,3.000 €,3.750 €,750 €,in Nebenkosten enthalten,,,7,217 m²,EG,01.04.2025,14089,,1 / 17,,1935/2020,,Gas,Zentralheizung: Fußbodenheizung,"13,82 Euro pro Quadratmeter",3  Monatsmieten,,"Einbauküche, Offene Küche",frei ab 01.04.2025,Garten,Terrasse,Erdgeschoss,"Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster","Bodenbelag: Parkett, Stein",offener Kamin
Wohnung zur Miete · Wohnen auf Zeit,,1.215 €/Monat,,,,,1,67 m²,,13.02.2025,10245,,1 / 17,,,,,,,"1.350,00",,"Einbauküche, Kochnische",frei ab 13.02.2025,möbliert,2. Geschoss,Badewanne,WG-geeignet,max. 2 Personen,
Wohnung zur Miete,1.060 €,1.300 €,240 €,in Nebenkosten enthalten,,,3,53 m²,1.,ab sofort,12557,,1 / 9,B,2018,"Neubau, neuwertig","Gas, Blockheizkraftwerk",Fußbodenheizung,20 Euro pro Quadratmeter,,3.180 €,"Einbauküche, Offene Küche",Personenaufzug,Gartenmitbenutzung,möbliert,1. Geschoss,Bad mit Dusche,Bodenbelag: Parkett,Loggia
Wohnung zur Miete · Tauschwohnung,,,,,,,4,100 m²,3.,Heizungsart,13355,,1 / 2,,,,,Zentralheizung,"10,22 Euro pro Quadratmeter",keine Angabe,,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,3. Geschoss,Badewanne,Bodenbelag: Laminat
Wohnung zur Miete · Tauschwohnung,,,,,193 €193 €,,2,57 m²,2.,323 €,13595,,1 / 7,,,,,,"5,67 Euro pro Quadratmeter",keine Angabe,,Balkon,Terrasse,Haustiere erlaubt,Stellplatz,Kelleranteil,2. Geschoss,Badewanne,
Wohnung zur Miete · Tauschwohnung,,,,,192 €192 €,,1,45 m²,5.,Heizungsart,10179,,1 / 7,,,,,Zentralheizung,"16,29 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Kelleranteil,5. Geschoss,Bodenbelag: Laminat,
Wohnung zur Miete · Wohnen auf Zeit,,1.188 €/Monat,,,,,3,25 m²,,17.02.2025,10439,,1 / 13,,,,,,,"1.188,00",,"Einbauküche, Kochnische",Personenaufzug,frei ab 17.02.2025,möbliert,Erdgeschoss,Bad mit Dusche,max. 1 Person,
Wohnung zur Miete · Tauschwohnung,,,,,,,"1,5",60 m²,850 €,Tauschwohnung GmbH,10553,,1 / 1,,,,,,"14,17 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,200 €200 €,,2,78 m²,,Heizungsart,13357,,1 / 6,,,,,Zentralheizung,"9,74 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Kelleranteil,Badewanne,Bodenbelag: Parkett,,,,
Wohnung zur Miete · Tauschwohnung,,,,,90 €90 €,,2,53 m²,5.,Heizungsart,10557,,1 / 15,,,,,Etagenheizung,"11,04 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,5. Geschoss,Badewanne,"Bodenbelag: Parkett, Kunststoff"
Wohnung zur Miete · Tauschwohnung,,,,,200 €200 €,,2,61 m²,4.,Heizungsart,10247,,1 / 10,,,,,Fußbodenheizung,"15,57 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,4. Geschoss,Bodenbelag: Parkett
Wohnung zur Miete,,,,,,,4,19 m²,2.,ab sofort,13583,,1 / 14,,,renoviert / saniert,,,"31,58 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Frei ab sofort,Balkon,Kelleranteil,2. Geschoss,Badewanne,,
Studio zur Miete,,"1.773,86 €","274,86 €",in Warmmiete enthalten,,120 €120 €,4,"78,5 m²",1.,15.02.2025,13055,"Nettokaltmiete: 1.499,00 EUR",1 / 19,B,2024,Erstbezug,,Fußbodenheizung,"19,09 Euro pro Quadratmeter","4.497,00",,Einbauküche,frei ab 15.02.2025,Balkon,Tiefgarage,1. Geschoss,max. 3 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,980 €/Monat,,,,,1,35 m²,,31.12.2026,13599,,1 / 10,,,,,,,keine Angabe,,vermietet,frei ab 31.12.2026,Balkon,möbliert,max. 2 Personen,1 Monat,,
Wohnung zur Miete · Tauschwohnung,,,,,,,1,34 m²,420 €,Tauschwohnung GmbH,10437,,1 / 5,,,,,,"12,35 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,190 €190 €,,2,50 m²,3.,Heizungsart,10367,,1 / 10,,,,,Zentralheizung,"9,60 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Garten,Terrasse,Kelleranteil,3. Geschoss,Badewanne,"Bodenbelag: Fliesen, Laminat"
Wohnung zur Miete,,"2.160,25 €",,,"179.26 €179,26 €","236.81 €236,81 €",3,"83,9 m²",4.,01.03.2025,10827,,1 / 8,,2019,neuwertig,,Fußbodenheizung,"21,25 Euro pro Quadratmeter","5.351,19",,Einbauküche,Personenaufzug,frei ab 01.03.2025,Balkon,Tiefgarage,4. Geschoss,Barrierefrei,
Wohnung zur Miete · Tauschwohnung,,,,,,,3,76 m²,1.,1.600 €,10245,,1 / 7,,,,,,"21,05 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Kelleranteil,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",Bodenbelag: Parkett,
Wohnung zur Miete · Tauschwohnung,,,,,,,3,72 m²,500 €,Tauschwohnung GmbH,13407,,1 / 7,,,,,,"6,94 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,2,59 m²,500 €,Tauschwohnung GmbH,13403,,1 / 9,,,,,,"8,47 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete · Wohnen auf Zeit,,665 €/Monat,,,,,1,9 m²,,13.02.2025,10439,,1 / 13,,,,,,,,900 €,"Einbauküche, Offene Küche",frei ab 13.02.2025,möbliert,3. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,670 €/Monat,,,,,1,8 m²,,16.02.2025,10715,,1 / 10,,,,,,,,950 €,"Einbauküche, Kochnische",frei ab 16.02.2025,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,2.087 €/Monat,,,,,4,50 m²,,29.04.2025,13357,,1 / 11,,,,,,,"1.950,00",,"Einbauküche, Kochnische",frei ab 29.04.2025,Haustiere erlaubt,möbliert,4. Geschoss,Bad mit Dusche,max. 4 Personen,
Wohnung zur Miete,1.249 €,1.438 €,132 €,,57 €57 €,,2,"46,8 m²",3.,Baujahr,12159,,1 / 22,B,2023,Erstbezug,Fernwärme,Fußbodenheizung,"26,68 Euro pro Quadratmeter",,4.047 €,Einbauküche,Personenaufzug,sofort,Balkon,Garten,3. Geschoss,Badewanne,
Wohnung zur Miete · Wohnen auf Zeit,,720 €/Monat,,,,,4,"10,3 m²",,04.03.2025,10179,,1 / 28,,,,,,,"1.080,00",,"Einbauküche, Kochnische",frei ab 04.03.2025,möbliert,3. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,690 €/Monat,,,,,1,21 m²,,28.04.2025,10707,,1 / 12,,,,,,,"1.000,00",,"Einbauküche, Kochnische",frei ab 28.04.2025,möbliert,Erdgeschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,675 €/Monat,,,,,1,9 m²,,06.03.2025,10439,,1 / 11,,,,,,,,900 €,"Einbauküche, Kochnische",frei ab 06.03.2025,möbliert,Erdgeschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Tauschwohnung,,,,,250 €250 €,,2,60 m²,730 €,Tauschwohnung GmbH,10559,,1 / 6,,,,,,"12,17 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Badewanne,,,
Wohnung zur Miete · Wohnen auf Zeit,,870 €/Monat,,,,,8,15 m²,,04.04.2025,10247,,1 / 11,,,,,,,"1.305,00",,"Einbauküche, Kochnische",frei ab 04.04.2025,Balkon,möbliert,4. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person
Wohnung zur Miete · Tauschwohnung,,,,,155 €155 €,,1,41 m²,EG,Heizungsart,12055,,1 / 5,,,,,Zentralheizung,"17,39 Euro pro Quadratmeter",keine Angabe,,Haustiere erlaubt,Erdgeschoss,Bodenbelag: Holzdielen,,,,,
Studio zur Miete,,669 €,70 €,in Warmmiete enthalten,,,1,"10,5 m²",EG,11.02.2025,12459,"Nettokaltmiete: 554,00 EUR",1 / 18,,2018,,,Etagenheizung,"52,76 Euro pro Quadratmeter","1.662,00",,Einbauküche,"Personenaufzug, Lastenaufzug",frei ab 11.02.2025,Erdgeschoss,Bad mit Dusche,max. 1 Person,6 Monate,
Wohnung zur Miete · Tauschwohnung,,,,,250 €250 €,,"2,5",90 m²,5.,Heizungsart,10407,,1 / 3,,,,,Etagenheizung,20 Euro pro Quadratmeter,keine Angabe,,Einbauküche,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,teilweise möbliert,5. Geschoss,Badewanne
Wohnung zur Miete,,,"218,87 €",,"195.94 €195,94 €",,4,"87,6 m²",EG,Baujahr,13089,,1 / 19,B,2025,,"Fernwärme, Gas",,"15,90 Euro pro Quadratmeter",keine Angabe,,Personenaufzug,sofort,Terrasse,Kelleranteil,Erdgeschoss,Barrierefrei,"Badezimmer: Badewanne, Bad mit Dusche",
Wohnung zur Miete · Tauschwohnung,,,,,,,"2,5",69 m²,,Heizungsart,12435,,1 / 4,,,,,Zentralheizung,"7,25 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Kelleranteil,Badewanne,,,
Wohnung zur Miete,,,"98,65 €",,"61.65 €61,65 €",,1,"41,1 m²",5.,ab sofort,12629,,1 / 6,B,2022,,Fernwärme,Fußbodenheizung,"15,81 Euro pro Quadratmeter",keine Angabe,,Personenaufzug,Frei ab sofort,Balkon,Kelleranteil,5. Geschoss,Bad mit Dusche,,
Studio zur Miete,,,174 €,,"130.5 €130,50 €",,3,87 m²,,ab sofort,13405,,1 / 8,,1910,,,,"18,38 Euro pro Quadratmeter",,4.797 €,Einbauküche,Frei ab sofort,Garten,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,3,76 m²,4.,800 €,13353,,1 / 7,,,,,,"10,53 Euro pro Quadratmeter",keine Angabe,,4. Geschoss,,,,,,,
Studio zur Miete,,,162 €,,"121.5 €121,50 €",,2,81 m²,,Baujahr,10178,,1 / 19,,1884,,,,"26,43 Euro pro Quadratmeter",,6.423 €,Einbauküche,Balkon,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,"3,5",68 m²,EG,Heizungsart,10997,,1 / 13,,,,,Zentralheizung,"20,59 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Kelleranteil,Erdgeschoss,"Bodenbelag: Fliesen, Parkett",,
Wohnung zur Miete · Tauschwohnung,,,,,250 €250 €,,2,51 m²,451 €,Tauschwohnung GmbH,12099,,1 / 7,,,,,,"8,84 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Kelleranteil,Badewanne,,,
Wohnung zur Miete · Tauschwohnung,,,,,128 €128 €,,2,50 m²,2.,606 €,13599,,1 / 11,,,,,,"12,12 Euro pro Quadratmeter",keine Angabe,,Personenaufzug,Balkon,Terrasse,2. Geschoss,Badewanne,"Bodenbelag: Fliesen, Laminat",,
Studio zur Miete,,3.749 €,399 €,in Warmmiete enthalten,,,4,"99,6 m²",EG,11.02.2025,10781,"Nettokaltmiete: 3.350,00 EUR",1 / 12,,2025,,,Etagenheizung,"33,64 Euro pro Quadratmeter","10.050,00",,Einbauküche,"Personenaufzug, Lastenaufzug",frei ab 11.02.2025,Terrasse,Kelleranteil,Erdgeschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen
Wohnung zur Miete · Tauschwohnung,,,,,130 €130 €,,2,60 m²,4.,Heizungsart,10787,,1 / 3,,,,,Fußbodenheizung,"11,67 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Garten,Terrasse,Haustiere erlaubt,Stellplatz,Kelleranteil
Wohnung zur Miete · Tauschwohnung,,,,,105 €105 €,,2,64 m²,2.,900 €,10318,,1 / 11,,,,,,"14,06 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,2. Geschoss,Bodenbelag: Parkett,,,
Wohnung zur Miete,1.500 €,1.800 €,200 €,,100 €100 €,,3,70 m²,1.,ab sofort,14129,,1 / 8,,,renoviert / saniert,Fernwärme,Etagenheizung: Fußbodenheizung,"21,43 Euro pro Quadratmeter",keine Angabe,,Einbauküche,DSL-Anschluss,Ab sofort,Balkon,Kelleranteil,teilweise möbliert,1. Geschoss,Bad mit Dusche
Wohnung zur Miete,1.100 €,1.300 €,140 €,,60 €60 €,,2,"60,2 m²",EG,ab sofort,12524,,1 / 10,D,1997,"Neubau, renoviert / saniert",Gas,Zentralheizung: Fußbodenheizung,"18,28 Euro pro Quadratmeter",,3.000 €,"Einbauküche, Offene Küche",sofort,Balkon,Kelleranteil,Erdgeschoss,Barrierefrei,Badewanne,WG-geeignet
Wohnung zur Miete · Wohnen auf Zeit,,995 €/Monat,,,,,3,20 m²,,04.04.2025,10785,,1 / 19,,,,,,,"1.492,50",,"Einbauküche, Kochnische",frei ab 04.04.2025,möbliert,4. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,2.425 €/Monat,,,,,3,62 m²,,17.02.2025,10245,,1 / 42,,,,,,,"1.000,00",,"Einbauküche, Kochnische",frei ab 17.02.2025,möbliert,3. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Tauschwohnung,,,,,100 €100 €,,2,57 m²,2.,630 €,12203,,1 / 6,,,,,,"11,05 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,teilweise möbliert,2. Geschoss,Badewanne,,
Wohnung zur Miete · Wohnen auf Zeit,,,300 €/Monat,in Warmmiete enthalten,,,1,25 m²,,ab sofort,10119,,1 / 24,,,Erstbezug,,,40 Euro pro Quadratmeter,,1.300 €,Einbauküche,Frei ab sofort,Balkon,Garten,möbliert,1. Geschoss,Bad mit Dusche,max. 2 Personen
Wohnung zur Miete,,"1.390,44 €",,,48 €48 €,,3,"65,1 m²",,ab sofort,10827,"Nettokaltmiete: 1.041,44 EUR",1 / 5,,1982,Neubau,Öl,Zentralheizung,16 Euro pro Quadratmeter,keine Angabe,,Personenaufzug,frei ab 01.10.2024 bis 31.12.9999,Kelleranteil,"Bodenbelag: Kunststoff, Linoleum",,,,
Wohnung zur Miete,596 €,736 €,70 €,,70 €70 €,,1,53 m²,,ab sofort,13591,,1 / 5,,,,Gas,Etagenheizung,"11,25 Euro pro Quadratmeter",,1.788 €,"Gartenanteil, Gartenmitbenutzung",Außen-Stellplatz,Kelleranteil,"Badezimmer: Bad mit Dusche, Bad mit Fenster",,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,3,85 m²,,1.257 €,10437,,1 / 9,,,,,,"14,79 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,335 €335 €,,3,82 m²,5.,Heizungsart,10965,,1 / 7,,,,,Zentralheizung,"5,55 Euro pro Quadratmeter",keine Angabe,,Balkon,Terrasse,Kelleranteil,5. Geschoss,Badewanne,"Bodenbelag: Holzdielen, Parkett",,
Wohnung zur Miete,1.850 €,2.220 €,370 €,in Warmmiete enthalten,,100 €100 €,3,83 m²,,01.03.2025,13509,,1 / 27,,1955.0,,Gas,,"22,29 Euro pro Quadratmeter",,5.550 €,frei ab 01.03.2025,Garten,Garage,Kelleranteil,Bad mit Dusche,Wintergarten,,
Wohnung zur Miete · Tauschwohnung,,,,,300 €300 €,,4,101 m²,1.,Heizungsart,13599,,1 / 1,,,,,Etagenheizung,"8,71 Euro pro Quadratmeter",keine Angabe,,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Stellplatz,Kelleranteil,1. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche"
Studio zur Miete,,1.549 €,190 €,in Warmmiete enthalten,,,2,"47,8 m²",4.,01.03.2025,10709,"Nettokaltmiete: 1.234,00 EUR",1 / 9,,2020.0,,,,"25,82 Euro pro Quadratmeter","3.702,00",,Einbauküche,"Personenaufzug, Lastenaufzug",frei ab 01.03.2025,4. Geschoss,Bad mit Dusche,max. 2 Personen,6 Monate,
Wohnung zur Miete · Tauschwohnung,,,,,220 €220 €,,1,56 m²,,Heizungsart,12165,,1 / 7,,,,,Zentralheizung,"11,25 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,teilweise möbliert,Bodenbelag: Fliesen,,,
Wohnung zur Miete · Tauschwohnung,,,,,225 €225 €,,3,76 m²,3.,Heizungsart,10245,,1 / 16,,,,,Zentralheizung,"17,33 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,teilweise möbliert,3. Geschoss
Wohnung zur Miete · Wohnen auf Zeit,,1.980 €/Monat,,,,,3,82 m²,,ab sofort,12527,,1 / 12,,,neuwertig,,Fußbodenheizung,,nach Vereinbarung,,Personenaufzug,Frei ab sofort,Balkon,Tiefgarage,,,,
Wohnung zur Miete · nur mit Wohnberechtigungsschein · Tauschwohnung,,,,,200 €200 €,,1,"29,5 m²",8.,227 €,13055,,1 / 1,,,,,,"7,69 Euro pro Quadratmeter",keine Angabe,,8. Geschoss,,,,,,,
WG-Zimmer zur Miete,,,145 €,,32 €32 €,,20 m²,1.,,ab sofort,12623,,1 / 15,,2012.0,renoviert / saniert,,Fußbodenheizung,"31,53 Euro pro Quadratmeter",3 netto Kaltmieten,,Frei ab sofort,1. Geschoss,"Barrierefrei, Rollstuhlgerecht",Bad mit Dusche,max. 5 Personen,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.700 €/Monat,,,,,1,"57,2 m²",,13.02.2025,10119,,1 / 30,,,,,,,"2.550,00",,"Einbauküche, Kochnische",frei ab 13.02.2025,möbliert,4. Geschoss,Bad mit Dusche,max. 1 Person,,
Wohnung zur Miete · Wohnen auf Zeit,,1.890 €/Monat,,,,,5,66 m²,,ab sofort,12247,,1 / 18,,,,,,,"3.100,00",,"Einbauküche, Kochnische",Frei ab sofort,Haustiere erlaubt,möbliert,1. Geschoss,Bad mit Dusche,max. 4 Personen,
Studio zur Miete,,"1.848,36 €","290,36 €",in Warmmiete enthalten,,,3,"72,6 m²",EG,01.04.2025,10319,"Nettokaltmiete: 1.558,00 EUR",1 / 15,,2025.0,,,Etagenheizung,"21,46 Euro pro Quadratmeter","4.674,00",,Einbauküche,"Personenaufzug, Lastenaufzug",frei ab 01.04.2025,Erdgeschoss,Bad mit Dusche,max. 2 Personen,12 Monate,Bodenbelag: Parkett
Wohnung zur Miete · nur mit Wohnberechtigungsschein · Tauschwohnung,,,,,,,2,58 m²,3.,Heizungsart,10247,,1 / 13,,,,,Zentralheizung,"6,90 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Garten,Terrasse,Kelleranteil,teilweise möbliert,3. Geschoss,Badewanne
Wohnung zur Miete · Tauschwohnung,,,,,,,1,40 m²,,Heizungsart,10969,,1 / 1,,,,,Zentralheizung,"6,33 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,Badewanne,
Wohnung zur Miete · Tauschwohnung,,,,,150 €150 €,,"1,5",50 m²,2.,Heizungsart,12435,,1 / 20,,,,,Fußbodenheizung,20 Euro pro Quadratmeter,keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,2. Geschoss,Barrierefrei
Wohnung zur Miete · Tauschwohnung,,,,,,,1,45 m²,,Heizungsart,10559,,1 / 12,,,,,Zentralheizung,"8,89 Euro pro Quadratmeter",keine Angabe,,Garten,Kelleranteil,,,,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.550 €/Monat,,in Warmmiete enthalten,,,2,65 m²,,ab sofort,10629,,1 / 9,,,Altbau (bis 1945),Fernwärme,,,"mind. 2.200,00 EUR (je nach Mietdauer)",,Einbauküche,Frei ab sofort,möbliert,2. Geschoss,Badewanne,max. 3 Personen,6 Monate,"Bodenbelag: Fliesen, Laminat"
Wohnung zur Miete · Tauschwohnung,,,,,110 €110 €,,1,40 m²,4.,315 €,12045,,1 / 5,,,,,,"7,88 Euro pro Quadratmeter",keine Angabe,,4. Geschoss,Bodenbelag: Holzdielen,,,,,,
Wohnung zur Miete,,,"218,92 €",,"195.96 €195,96 €",,4,"87,6 m²",EG,Baujahr,13089,,1 / 11,B,2025.0,,"Fernwärme, Gas",,"15,90 Euro pro Quadratmeter",keine Angabe,,Personenaufzug,sofort,Terrasse,Kelleranteil,Erdgeschoss,Barrierefrei,"Badezimmer: Badewanne, Bad mit Dusche",
Wohnung zur Miete · Tauschwohnung,,,,,250 €250 €,,3,63 m²,2.,Heizungsart,10119,,1 / 6,,,,,Zentralheizung,"12,70 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Kelleranteil,2. Geschoss,Badewanne,Bodenbelag: Parkett,,,
Wohnung zur Miete · Tauschwohnung,,,,,166 €166 €,,"1,5",56 m²,5.,Heizungsart,10247,,1 / 13,,,,,Zentralheizung: Fußbodenheizung,"18,23 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,5. Geschoss,Barrierefrei
Wohnung zur Miete,,,,,250 €250 €,,2,56 m²,EG,Baujahr,12043,,1 / 11,A,2014.0,,,,"27,68 Euro pro Quadratmeter",keine Angabe,,Erdgeschoss,,,,,,,
